Codigo_INEC,Codigo_INEC,Distancia en auto,Tiempo en ruta
21201,50501,208263,12186
21201,51101,168122,10440
21201,51001,235293,13000
21201,50101,177358,10506
21201,50901,176272,10600
21201,50201,171144,10508
21201,50301,190963,11589
21201,50801,151093,9857
21201,40201,38961,3073
21201,40701,38253,2785
21201,40801,35222,2516
21201,40101,39010,3017
21201,40601,47231,4012
21201,40901,41416,3398
21201,40501,42342,3413
21201,40401,36393,2793
21201,40301,44197,3240
21201,41001,77049,7269
21201,70601,120255,8383
21201,70101,202815,13709
21201,70501,172718,11560
21201,70201,109548,7680
21201,70301,143258,9754
21201,70401,262899,17030
21201,60601,162482,9686
21201,60301,249290,16762
21201,61001,338490,18168
21201,60801,344365,18947
21201,60201,52125,3963
21201,61101,97405,6266
21201,60701,325041,18123
21201,60401,70303,5248
21201,60501,255651,14029
21201,60901,139524,8382
21201,60101,72233,5525
21201,11201,66028,6079
21201,11001,49267,3358
21201,10601,55043,4171
21201,11801,55033,3788
21201,10301,53305,3668
21201,11701,110768,8487
21201,10201,45037,3319
21201,10801,48855,3640
21201,12001,93463,8120
21201,11501,49827,3789
21201,10701,38964,2844
21201,11401,49931,3786
21201,11901,184116,12912
21201,10401,59437,4799
21201,10101,46996,3365
21201,10901,39158,2840
21201,10501,97573,8702
21201,11301,47060,3349
21201,11601,51540,3886
21201,11101,55243,4467
30601,20101,61796,5087
30601,21101,108588,8161
30601,20501,77037,5657
30601,20301,86600,6401
30601,21501,224332,14510
30601,21401,245119,15466
30601,20601,89183,6360
30601,20901,95989,6622
30601,20701,96203,6701
30601,20801,72986,6361
30601,21001,135909,10673
30601,20401,98440,6749
30601,20201,100987,7071
30601,21301,268871,16350
30601,21201,87818,6483
30601,30601,0,0
30601,30101,16791,1637
30601,30801,21789,2380
30601,30401,14195,1519
30601,30301,27075,2511
30601,30701,15559,1507
30601,30201,17331,1698
30601,30501,24864,2435
30601,50701,180568,11674
30601,50401,225802,13596
30601,50601,200705,12766
30601,50501,279575,16412
30601,51101,239434,14666
30601,51001,306605,17227
30601,50101,248670,14732
30601,50901,247584,14826
30601,50201,242455,14734
30601,50301,262275,15815
30601,50801,222404,14083
30601,40201,54461,5335
30601,40701,54864,4878
30601,40801,57975,5001
30601,40101,51960,4926
30601,40601,50548,4969
30601,40901,52083,4970
30601,40501,54152,5160
30601,40401,62025,5439
30601,40301,45093,4631
30601,41001,120310,9042
30601,70601,95759,7577
30601,70101,131280,10023
30601,70501,101183,7873
30601,70201,101998,8225
30601,70301,71640,6026
30601,70401,191364,13343
30601,60601,203251,12777
30601,60301,198898,13888
30601,61001,303600,19671
30601,60801,265899,17863
30601,60201,119467,8506
30601,61101,138174,9357
30601,60701,290151,19626
30601,60401,141615,9475
30601,60501,220761,15533
30601,60901,180293,11473
30601,60101,135520,9145
30601,11201,58917,5906
30601,11001,40328,3713
30601,10601,41008,4058
30601,11801,32208,2838
30601,10301,36039,3318
30601,11701,60376,5613
30601,10201,45343,4284
30601,10801,36614,3645
30601,12001,67070,5920
30601,11501,34841,3267
30601,10701,59701,4984
30601,11401,39467,3975
30601,11901,133724,10038
30601,10401,80174,6939
30601,10101,37586,3760
30601,10901,53582,4545
30601,10501,66931,6257
30601,11301,41997,4277
30601,11601,92309,6977
30601,11101,41137,4039
30101,20101,47124,3974
30101,21101,93917,7049
30101,20501,62365,4544
30101,20301,71928,5288
30101,21501,209661,13397
30101,21401,230447,14353
30101,20601,74511,5247
30101,20901,81317,5509
30101,20701,81531,5588
30101,20801,58314,5248
30101,21001,121237,9560
30101,20401,83768,5636
30101,20201,86315,5958
30101,21301,254199,15237
30101,21201,73147,5370
30101,30601,16791,1637
30101,30101,0,0
30101,30801,4859,834
30101,30401,29580,2738
30101,30301,13985,1325
30101,30701,1745,353
30101,30201,6295,666
30101,30501,40250,3654
30101,50701,167479,10489
30101,50401,212712,12410
30101,50601,187615,11580
30101,50501,266485,15226
30101,51101,226344,13481
30101,51001,293515,16041
30101,50101,235580,13547
30101,50901,234494,13641
30101,50201,229366,13549
30101,50301,249185,14630
30101,50801,209315,12897
30101,40201,41371,4150
30101,40701,41774,3692
30101,40801,44885,3815
30101,40101,38870,3741
30101,40601,37458,3784
30101,40901,38993,3785
30101,40501,41063,3975
30101,40401,48935,4254
30101,40301,32003,3446
30101,41001,107220,7857
30101,70601,99616,7743
30101,70101,146666,11241
30101,70501,116569,9092
30101,70201,88909,7040
30101,70301,87026,7245
30101,70401,206750,14562
30101,60601,190161,11592
30101,60301,181677,12391
30101,61001,286378,18173
30101,60801,248678,16365
30101,60201,106377,7320
30101,61101,125084,8172
30101,60701,272930,18128
30101,60401,128525,8289
30101,60501,203539,14035
30101,60901,167203,10288
30101,60101,122430,7959
30101,11201,45827,4720
30101,11001,27238,2527
30101,10601,27919,2873
30101,11801,19118,1652
30101,10301,22949,2133
30101,11701,43155,4115
30101,10201,32254,3098
30101,10801,23524,2459
30101,12001,49848,4422
30101,11501,21751,2081
30101,10701,46611,3798
30101,11401,26378,2790
30101,11901,116503,8540
30101,10401,67084,5754
30101,10101,24497,2575
30101,10901,40492,3360
30101,10501,49710,4760
30101,11301,28907,3092
30101,11601,79219,5792
30101,11101,27441,2985
30801,20101,49037,4003
30801,21101,95829,7078
30801,20501,64277,4574
30801,20301,73840,5318
30801,21501,211573,13426
30801,21401,232360,14382
30801,20601,76423,5277
30801,20901,83230,5539
30801,20701,83443,5618
30801,20801,60226,5278
30801,21001,123149,9590
30801,20401,85681,5665
30801,20201,88227,5988
30801,21301,256111,15267
30801,21201,75059,5400
30801,30601,21789,2380
30801,30101,4859,834
30801,30801,0,0
30801,30401,33984,3376
30801,30301,14257,1239
30801,30701,6310,1035
30801,30201,10698,1304
30801,30501,44653,4293
30801,50701,167750,10403
30801,50401,212984,12324
30801,50601,187887,11494
30801,50501,266757,15140
30801,51101,226616,13395
30801,51001,293787,15955
30801,50101,235852,13461
30801,50901,234766,13554
30801,50201,229637,13463
30801,50301,249457,14544
30801,50801,209586,12811
30801,40201,41643,4064
30801,40701,42046,3606
30801,40801,45157,3729
30801,40101,39142,3655
30801,40601,37730,3697
30801,40901,39265,3699
30801,40501,41334,3889
30801,40401,49207,4168
30801,40301,32275,3360
30801,41001,107492,7770
30801,70601,99888,7657
30801,70101,151069,11880
30801,70501,120972,9731
30801,70201,89180,6954
30801,70301,91429,7884
30801,70401,211153,15201
30801,60601,190433,11506
30801,60301,176648,11834
30801,61001,281350,17617
30801,60801,243649,15809
30801,60201,106649,7234
30801,61101,125356,8086
30801,60701,267901,17572
30801,60401,128797,8203
30801,60501,198511,13478
30801,60901,167475,10201
30801,60101,122702,7873
30801,11201,37210,4366
30801,11001,27510,2441
30801,10601,28190,2787
30801,11801,19390,1566
30801,10301,23221,2047
30801,11701,38126,3558
30801,10201,32525,3012
30801,10801,23796,2373
30801,12001,44820,3866
30801,11501,22023,1995
30801,10701,46883,3712
30801,11401,26649,2704
30801,11901,111474,7984
30801,10401,67356,5667
30801,10101,24768,2489
30801,10901,40764,3273
30801,10501,44681,4203
30801,11301,29179,3006
30801,11601,79491,5706
30801,11101,29700,3063
30401,20101,73061,6200
30401,21101,119853,9275
30401,20501,88301,6771
30401,20301,97864,7514
30401,21501,240979,15160
30401,21401,261765,16116
30401,20601,100447,7473
30401,20901,107254,7736
30401,20701,107467,7814
30401,20801,84250,7475
30401,21001,147173,11787
30401,20401,109705,7862
30401,20201,112251,8184
30401,21301,280135,17464
30401,21201,99083,7597
30401,30601,14195,1519
30401,30101,29580,2738
30401,30801,33984,3376
30401,30401,0,0
30401,30301,38367,3505
30401,30701,26851,2502
30401,30201,23405,2008
30401,30501,11164,1143
30401,50701,191860,12669
30401,50401,237094,14590
30401,50601,211997,13760
30401,50501,290867,17406
30401,51101,250726,15661
30401,51001,317897,18221
30401,50101,259962,15727
30401,50901,258876,15820
30401,50201,253747,15729
30401,50301,273567,16810
30401,50801,233696,15077
30401,40201,65753,6330
30401,40701,66156,5872
30401,40801,69267,5995
30401,40101,63251,5921
30401,40601,61840,5964
30401,40901,63375,5965
30401,40501,65444,6155
30401,40401,73317,6434
30401,40301,56385,5626
30401,41001,137020,9603
30401,70601,82059,6285
30401,70101,117580,8730
30401,70501,87483,6581
30401,70201,94624,7222
30401,70301,57940,4734
30401,70401,177664,12051
30401,60601,214543,13772
30401,60301,210190,14883
30401,61001,314892,20665
30401,60801,277191,18857
30401,60201,130758,9500
30401,61101,149466,10352
30401,60701,301443,20621
30401,60401,152907,10469
30401,60501,232053,16527
30401,60901,191585,12468
30401,60101,146812,10139
30401,11201,70209,6900
30401,11001,51620,4707
30401,10601,52300,5053
30401,11801,43500,3832
30401,10301,47331,4313
30401,11701,71668,6607
30401,10201,56635,5278
30401,10801,47906,4639
30401,12001,78362,6914
30401,11501,46133,4261
30401,10701,70993,5978
30401,11401,50759,4970
30401,11901,145016,11032
30401,10401,91466,7934
30401,10101,48878,4755
30401,10901,64874,5540
30401,10501,78223,7252
30401,11301,53289,5272
30401,11601,103601,7972
30401,11101,52429,5034
30301,20101,36295,3018
30301,21101,83087,6093
30301,20501,51535,3589
30301,20301,61098,4332
30301,21501,198831,12441
30301,21401,219618,13397
30301,20601,63682,4291
30301,20901,70488,4554
30301,20701,70701,4632
30301,20801,47484,4293
30301,21001,110407,8605
30301,20401,72939,4680
30301,20201,75486,5002
30301,21301,243369,14282
30301,21201,62317,4415
30301,30601,27075,2511
30301,30101,13985,1325
30301,30801,14257,1239
30301,30401,38367,3505
30301,30301,0,0
30301,30701,12901,1294
30301,30201,17783,1855
30301,30501,48238,4427
30301,50701,155859,9601
30301,50401,201093,11522
30301,50601,175996,10692
30301,50501,254866,14338
30301,51101,214725,12593
30301,51001,281896,15153
30301,50101,223961,12658
30301,50901,222875,12752
30301,50201,217746,12660
30301,50301,237566,13742
30301,50801,197695,12009
30301,40201,29752,3261
30301,40701,30155,2804
30301,40801,33266,2927
30301,40101,27251,2853
30301,40601,25839,2895
30301,40901,27374,2897
30301,40501,29444,3086
30301,40401,37316,3366
30301,40301,20384,2557
30301,41001,89670,6888
30301,70601,82066,6774
30301,70101,154654,12014
30301,70501,124557,9865
30301,70201,71359,6071
30301,70301,95014,8018
30301,70401,214738,15335
30301,60601,178542,10703
30301,60301,187777,12676
30301,61001,292478,18459
30301,60801,254778,16651
30301,60201,94758,6432
30301,61101,113465,7283
30301,60701,279030,18414
30301,60401,116906,7401
30301,60501,209639,14321
30301,60901,155584,9399
30301,60101,110811,7071
30301,11201,34208,3832
30301,11001,15619,1639
30301,10601,16299,1984
30301,11801,7499,764
30301,10301,11330,1245
30301,11701,49254,4400
30301,10201,20635,2210
30301,10801,10315,1522
30301,12001,55948,4708
30301,11501,10132,1193
30301,10701,34992,2910
30301,11401,11288,1656
30301,11901,122603,8826
30301,10401,55465,4865
30301,10101,12877,1687
30301,10901,28873,2471
30301,10501,55810,5045
30301,11301,17288,2204
30301,11601,67600,4903
30301,11101,13130,1756
30701,20101,48392,3983
30701,21101,95185,7058
30701,20501,63633,4554
30701,20301,73196,5298
30701,21501,210929,13406
30701,21401,231715,14362
30701,20601,75779,5257
30701,20901,82585,5519
30701,20701,82799,5598
30701,20801,59582,5258
30701,21001,122505,9570
30701,20401,85036,5645
30701,20201,87583,5968
30701,21301,255467,15247
30701,21201,74415,5380
30701,30601,15559,1507
30701,30101,1745,353
30701,30801,6310,1035
30701,30401,26851,2502
30701,30301,12901,1294
30701,30701,0,0
30701,30201,6645,833
30701,30501,37575,3534
30701,50701,167247,10557
30701,50401,212480,12478
30701,50601,187383,11648
30701,50501,266254,15294
30701,51101,226112,13549
30701,51001,293284,16109
30701,50101,235348,13614
30701,50901,234263,13708
30701,50201,229134,13616
30701,50301,248954,14698
30701,50801,209083,12965
30701,40201,41139,4217
30701,40701,41542,3760
30701,40801,44653,3883
30701,40101,38638,3809
30701,40601,37227,3851
30701,40901,38762,3853
30701,40501,40831,4042
30701,40401,48703,4322
30701,40301,31772,3513
30701,41001,106988,7924
30701,70601,99384,7810
30701,70101,143991,11121
30701,70501,113894,8971
30701,70201,88677,7107
30701,70301,84351,7124
30701,70401,204075,14441
30701,60601,189929,11659
30701,60301,183051,12649
30701,61001,287753,18432
30701,60801,250052,16624
30701,60201,106145,7388
30701,61101,124852,8239
30701,60701,274304,18387
30701,60401,128294,8357
30701,60501,204913,14294
30701,60901,166972,10355
30701,60101,122198,8027
30701,11201,45595,4788
30701,11001,27007,2595
30701,10601,27687,2940
30701,11801,18886,1720
30701,10301,22717,2201
30701,11701,44529,4374
30701,10201,32022,3166
30701,10801,23292,2527
30701,12001,51223,4681
30701,11501,21519,2149
30701,10701,46380,3866
30701,11401,26146,2857
30701,11901,117877,8799
30701,10401,66852,5821
30701,10101,24265,2643
30701,10901,40261,3427
30701,10501,51084,5018
30701,11301,28675,3160
30701,11601,78988,5859
30701,11101,27815,2922
30201,20101,53274,4544
30201,21101,100066,7619
30201,20501,68515,5115
30201,20301,78078,5859
30201,21501,215810,13967
30201,21401,236597,14923
30201,20601,80661,5818
30201,20901,87467,6080
30201,20701,87681,6159
30201,20801,64464,5819
30201,21001,127387,10131
30201,20401,89918,6206
30201,20201,92465,6529
30201,21301,260349,15808
30201,21201,79297,5941
30201,30601,17331,1698
30201,30101,6295,666
30201,30801,10698,1304
30201,30401,23405,2008
30201,30301,17783,1855
30201,30701,6645,833
30201,30201,0,0
30201,30501,33955,2989
30201,50701,173838,11190
30201,50401,219072,13111
30201,50601,193975,12281
30201,50501,272845,15928
30201,51101,232704,14182
30201,51001,299875,16742
30201,50101,241940,14248
30201,50901,240854,14342
30201,50201,235725,14250
30201,50301,255545,15331
30201,50801,215675,13599
30201,40201,47731,4851
30201,40701,48134,4393
30201,40801,51245,4516
30201,40101,45230,4442
30201,40601,43818,4485
30201,40901,45353,4486
30201,40501,47423,4676
30201,40401,55295,4955
30201,40301,38363,4147
30201,41001,113580,8558
30201,70601,104850,8130
30201,70101,140371,10576
30201,70501,110274,8426
30201,70201,95269,7741
30201,70301,80731,6579
30201,70401,200455,13897
30201,60601,196521,12293
30201,60301,185769,12928
30201,61001,290471,18711
30201,60801,252771,16903
30201,60201,112737,8021
30201,61101,131444,8873
30201,60701,277023,18666
30201,60401,134885,8990
30201,60501,207632,14573
30201,60901,173563,10989
30201,60101,128790,8661
30201,11201,52187,5422
30201,11001,33598,3228
30201,10601,34279,3574
30201,11801,25478,2354
30201,10301,29309,2834
30201,11701,47247,4652
30201,10201,38614,3799
30201,10801,29884,3161
30201,12001,53941,4960
30201,11501,28111,2783
30201,10701,52971,4500
30201,11401,32738,3491
30201,11901,120596,9078
30201,10401,73444,6455
30201,10101,30857,3276
30201,10901,46852,4061
30201,10501,53803,5297
30201,11301,35267,3793
30201,11601,85579,6493
30201,11101,34514,3709
30501,20101,83730,7117
30501,21101,130522,10192
30501,20501,98970,7687
30501,20301,108534,8431
30501,21501,230177,14182
30501,21401,250964,15138
30501,20601,111117,8390
30501,20901,117923,8652
30501,20701,118137,8731
30501,20801,94919,8391
30501,21001,181908,11966
30501,20401,120374,8779
30501,20201,122921,9101
30501,21301,269024,16601
30501,21201,109752,8513
30501,30601,24864,2435
30501,30101,40250,3654
30501,30801,44653,4293
30501,30401,11164,1143
30501,30301,48238,4427
30501,30701,37575,3534
30501,30201,33955,2989
30501,30501,0,0
30501,50701,202698,13670
30501,50401,247932,15591
30501,50601,222835,14761
30501,50501,301705,18407
30501,51101,261564,16662
30501,51001,328735,19222
30501,50101,270800,16728
30501,50901,269714,16822
30501,50201,264585,16730
30501,50301,284405,17811
30501,50801,244535,16078
30501,40201,76591,7331
30501,40701,76994,6873
30501,40801,80105,6996
30501,40101,74090,6922
30501,40601,72678,6965
30501,40901,74213,6966
30501,40501,76283,7156
30501,40401,84155,7435
30501,40301,67223,6627
30501,41001,126002,8506
30501,70601,71041,5188
30501,70101,106563,7633
30501,70501,76465,5484
30501,70201,83607,6125
30501,70301,46923,3637
30501,70401,166647,10954
30501,60601,225381,14773
30501,60301,221028,15884
30501,61001,325730,21667
30501,60801,288029,19858
30501,60201,141597,10501
30501,61101,160304,11353
30501,60701,312282,21622
30501,60401,163745,11470
30501,60501,242891,17528
30501,60901,202423,13469
30501,60101,157650,11140
30501,11201,81047,7901
30501,11001,62458,5708
30501,10601,63139,6054
30501,11801,54338,4833
30501,10301,58169,5314
30501,11701,82506,7608
30501,10201,67474,6279
30501,10801,58744,5640
30501,12001,89200,7916
30501,11501,56971,5263
30501,10701,81831,6979
30501,11401,61598,5971
30501,11901,155854,12033
30501,10401,102304,8935
30501,10101,59717,5756
30501,10901,75712,6541
30501,10501,89061,8253
30501,11301,64127,6273
30501,11601,114439,8973
30501,11101,63267,6035
50701,20101,131738,7969
50701,21101,114459,8496
50701,20501,112079,6692
50701,20301,116475,8185
50701,21501,104919,6714
50701,21401,143079,12132
50701,20601,106492,7185
50701,20901,87302,5277
50701,20701,96693,6571
50701,20801,137632,8863
50701,21001,141779,11008
50701,20401,78826,5128
50701,20201,91735,6405
50701,21301,99860,5910
50701,21201,109257,7448
50701,30601,180568,11674
50701,30101,167479,10489
50701,30801,167750,10403
50701,30401,191860,12669
50701,30301,155859,9601
50701,30701,167247,10557
50701,30201,173838,11190
50701,30501,202698,13670
50701,50701,0,0
50701,50401,58223,2981
50701,50601,33126,2151
50701,50501,111996,5798
50701,51101,71855,4052
50701,51001,139026,6612
50701,50101,81091,4118
50701,50901,80005,4212
50701,50201,74877,4120
50701,50301,94696,5201
50701,50801,54826,3469
50701,40201,139564,8649
50701,40701,128828,7973
50701,40801,135825,8093
50701,40101,139613,8593
50701,40601,153267,9586
50701,40901,147200,8928
50701,40501,142945,8989
50701,40401,136996,8369
50701,40301,145894,8711
50701,41001,210225,12656
50701,70601,218084,13629
50701,70101,300645,18956
50701,70501,270547,16806
50701,70201,207377,12926
50701,70301,241087,15000
50701,70401,360729,22276
50701,60601,183646,10572
50701,60301,346874,18304
50701,61001,359654,19054
50701,60801,365530,19833
50701,60201,58207,3680
50701,61101,118570,7152
50701,60701,346206,19009
50701,60401,54144,3464
50701,60501,276815,14916
50701,60901,160689,9268
50701,60101,66946,4384
50701,11201,157980,10902
50701,11001,143448,8359
50701,10601,149224,9173
50701,11801,149214,8790
50701,10301,147486,8669
50701,11701,204950,13488
50701,10201,136989,8141
50701,10801,146685,8887
50701,12001,187644,13122
50701,11501,148710,8811
50701,10701,130917,7666
50701,11401,147760,9032
50701,11901,255876,14691
50701,10401,127162,8550
50701,10101,144617,8728
50701,10901,131111,7663
50701,10501,191754,13703
50701,11301,144890,8595
50701,11601,107584,6724
50701,11101,153072,9713
50401,20101,176972,9890
50401,21101,159692,10417
50401,20501,157312,8613
50401,20301,161708,10106
50401,21501,84961,5248
50401,21401,123122,10666
50401,20601,151725,9106
50401,20901,132536,7198
50401,20701,141926,8492
50401,20801,182865,10784
50401,21001,160796,10467
50401,20401,124059,7049
50401,20201,136968,8326
50401,21301,79903,4444
50401,21201,154490,9369
50401,30601,225802,13596
50401,30101,212712,12410
50401,30801,212984,12324
50401,30401,237094,14590
50401,30301,201093,11522
50401,30701,212480,12478
50401,30201,219072,13111
50401,30501,247932,15591
50401,50701,58223,2981
50401,50401,0,0
50401,50601,23600,1029
50401,50501,59240,3140
50401,51101,106330,5372
50401,51001,86270,3954
50401,50101,28335,1460
50401,50901,114480,5532
50401,50201,109351,5440
50401,50301,83796,4542
50401,50801,45416,2397
50401,40201,182705,10545
50401,40701,171969,9869
50401,40801,178966,9988
50401,40101,182754,10489
50401,40601,196408,11482
50401,40901,190341,10824
50401,40501,186086,10885
50401,40401,180137,10265
50401,40301,189036,10606
50401,41001,188109,11116
50401,70601,243238,14415
50401,70101,325798,19741
50401,70501,295700,17592
50401,70201,232530,13712
50401,70301,266240,15786
50401,70401,385882,23062
50401,60601,226788,12468
50401,60301,390015,20200
50401,61001,402795,20949
50401,60801,408671,21729
50401,60201,101348,5576
50401,61101,161711,9048
50401,60701,389347,20904
50401,60401,97285,5360
50401,60501,319956,16811
50401,60901,203830,11164
50401,60101,110087,6279
50401,11201,201121,12797
50401,11001,186589,10255
50401,10601,192365,11068
50401,11801,192356,10685
50401,10301,190627,10565
50401,11701,248091,15384
50401,10201,180131,10037
50401,10801,189826,10782
50401,12001,230785,15018
50401,11501,191851,10707
50401,10701,174058,9562
50401,11401,190901,10928
50401,11901,299017,16586
50401,10401,170303,10446
50401,10101,187758,10624
50401,10901,174252,9558
50401,10501,234895,15599
50401,11301,188031,10490
50401,11601,150725,8620
50401,11101,196214,11609
50601,20101,151875,9061
50601,21101,134595,9587
50601,20501,132216,7783
50601,20301,136611,9276
50601,21501,72387,4803
50601,21401,110548,10221
50601,20601,126628,8276
50601,20901,107439,6368
50601,20701,116830,7663
50601,20801,157769,9954
50601,21001,148222,10022
50601,20401,98962,6219
50601,20201,111871,7496
50601,21301,67329,3999
50601,21201,129393,8540
50601,30601,200705,12766
50601,30101,187615,11580
50601,30801,187887,11494
50601,30401,211997,13760
50601,30301,175996,10692
50601,30701,187383,11648
50601,30201,193975,12281
50601,30501,222835,14761
50601,50701,33126,2151
50601,50401,23600,1029
50601,50601,0,0
50601,50501,79797,4051
50601,51101,83005,4533
50601,51001,106827,4865
50601,50101,48891,2371
50601,50901,91155,4693
50601,50201,86027,4601
50601,50301,104352,5453
50601,50801,22251,1495
50601,40201,159380,9706
50601,40701,148645,9030
50601,40801,155642,9149
50601,40101,159429,9650
50601,40601,173083,10643
50601,40901,167016,9985
50601,40501,162761,10046
50601,40401,156812,9426
50601,40301,165711,9768
50601,41001,158098,10829
50601,70601,213226,14128
50601,70101,295786,19454
50601,70501,265689,17305
50601,70201,202519,13425
50601,70301,236229,15499
50601,70401,355870,22775
50601,60601,203463,11629
50601,60301,366690,19361
50601,61001,379471,20111
50601,60801,385346,20890
50601,60201,78023,4737
50601,61101,138386,8209
50601,60701,366022,20066
50601,60401,73960,4521
50601,60501,296632,15972
50601,60901,180505,10325
50601,60101,86762,5441
50601,11201,177796,11959
50601,11001,163264,9416
50601,10601,169041,10230
50601,11801,169031,9846
50601,10301,167302,9726
50601,11701,224766,14545
50601,10201,156806,9198
50601,10801,166501,9943
50601,12001,207460,14179
50601,11501,168526,9868
50601,10701,150733,8723
50601,11401,167576,10089
50601,11901,275692,15747
50601,10401,146978,9607
50601,10101,164433,9785
50601,10901,150927,8720
50601,10501,211571,14760
50601,11301,164706,9652
50601,11601,127401,7781
50601,11101,172889,10770
50501,20101,230745,12707
50501,21101,213466,13233
50501,20501,211086,11429
50501,20301,215482,12922
50501,21501,138735,8064
50501,21401,176895,13482
50501,20601,205499,11923
50501,20901,186309,10014
50501,20701,195700,11309
50501,20801,236639,13600
50501,21001,214570,13283
50501,20401,177833,9865
50501,20201,190742,11143
50501,21301,133677,7260
50501,21201,208263,12186
50501,30601,279575,16412
50501,30101,266485,15226
50501,30801,266757,15140
50501,30401,290867,17406
50501,30301,254866,14338
50501,30701,266254,15294
50501,30201,272845,15928
50501,30501,301705,18407
50501,50701,111996,5798
50501,50401,59240,3140
50501,50601,79797,4051
50501,50501,0,0
50501,51101,67455,4013
50501,51001,91224,4855
50501,50101,33284,2179
50501,50901,77558,4298
50501,50201,47088,2882
50501,50301,24989,1576
50501,50801,101690,5329
50501,40201,238979,13476
50501,40701,228243,12801
50501,40801,235240,12920
50501,40101,239027,13420
50501,40601,252682,14413
50501,40901,246615,13756
50501,40501,242359,13817
50501,40401,236411,13197
50501,40301,245309,13538
50501,41001,244383,14048
50501,70601,299511,17346
50501,70101,382071,22673
50501,70501,351974,20524
50501,70201,288804,16643
50501,70301,322514,18717
50501,70401,442155,25994
50501,60601,283061,15399
50501,60301,446289,23132
50501,61001,459069,23881
50501,60801,464945,24661
50501,60201,157621,8507
50501,61101,217984,11979
50501,60701,445621,23836
50501,60401,153559,8291
50501,60501,376230,19743
50501,60901,260104,14095
50501,60101,166361,9211
50501,11201,257395,15729
50501,11001,242863,13187
50501,10601,248639,14000
50501,11801,248629,13617
50501,10301,246901,13497
50501,11701,304365,18316
50501,10201,236404,12969
50501,10801,246100,13714
50501,12001,287059,17949
50501,11501,248125,13639
50501,10701,230332,12493
50501,11401,247175,13860
50501,11901,355291,19518
50501,10401,226577,13377
50501,10101,244032,13555
50501,10901,230526,12490
50501,10501,291169,18531
50501,11301,244305,13422
50501,11601,206999,11551
50501,11101,252487,14541
51101,20101,190604,10961
51101,21101,173325,11488
51101,20501,170945,9684
51101,20301,175341,11177
51101,21501,155118,9146
51101,21401,193278,14564
51101,20601,165357,10177
51101,20901,146168,8269
51101,20701,155559,9563
51101,20801,196498,11855
51101,21001,200645,14000
51101,20401,137692,8120
51101,20201,150601,9397
51101,21301,150060,8342
51101,21201,168122,10440
51101,30601,239434,14666
51101,30101,226344,13481
51101,30801,226616,13395
51101,30401,250726,15661
51101,30301,214725,12593
51101,30701,226112,13549
51101,30201,232704,14182
51101,30501,261564,16662
51101,50701,71855,4052
51101,50401,106330,5372
51101,50601,83005,4533
51101,50501,67455,4013
51101,51101,0,0
51101,51001,157882,8644
51101,50101,99942,5968
51101,50901,31660,1964
51101,50201,14477,1580
51101,50301,44399,2824
51101,50801,105011,5910
51101,40201,198415,11670
51101,40701,187680,10994
51101,40801,194677,11113
51101,40101,198464,11614
51101,40601,212118,12607
51101,40901,206051,11949
51101,40501,201796,12010
51101,40401,195847,11390
51101,40301,204746,11732
51101,41001,260410,15097
51101,70601,276936,16650
51101,70101,359496,21976
51101,70501,329399,19827
51101,70201,266229,15947
51101,70301,299939,18021
51101,70401,419580,25297
51101,60601,242498,13593
51101,60301,405726,21325
51101,61001,418506,22075
51101,60801,424381,22854
51101,60201,117058,6701
51101,61101,177421,10173
51101,60701,405058,22030
51101,60401,112996,6485
51101,60501,335667,17936
51101,60901,219541,12289
51101,60101,125798,7405
51101,11201,216832,13923
51101,11001,202300,11380
51101,10601,208076,12194
51101,11801,208066,11810
51101,10301,206338,11690
51101,11701,263801,16509
51101,10201,195841,11162
51101,10801,205536,11907
51101,12001,246496,16143
51101,11501,207561,11832
51101,10701,189768,10687
51101,11401,206612,12053
51101,11901,314728,17711
51101,10401,186013,11571
51101,10101,203469,11749
51101,10901,189962,10684
51101,10501,250606,16724
51101,11301,203742,11616
51101,11601,166436,9745
51101,11101,211924,12734
51001,20101,257775,13521
51001,21101,240496,14048
51001,20501,238116,12244
51001,20301,242512,13737
51001,21501,122742,8968
51001,21401,146414,13139
51001,20601,232528,12737
51001,20901,213339,10829
51001,20701,222730,12123
51001,20801,263669,14415
51001,21001,198577,14187
51001,20401,204863,10680
51001,20201,217772,11957
51001,21301,84171,6634
51001,21201,235293,13000
51001,30601,306605,17227
51001,30101,293515,16041
51001,30801,293787,15955
51001,30401,317897,18221
51001,30301,281896,15153
51001,30701,293284,16109
51001,30201,299875,16742
51001,30501,328735,19222
51001,50701,139026,6612
51001,50401,86270,3954
51001,50601,106827,4865
51001,50501,91224,4855
51001,51101,157882,8644
51001,51001,0,0
51001,50101,59492,3052
51001,50901,168056,8988
51001,50201,137587,7572
51001,50301,115487,6265
51001,50801,128333,6092
51001,40201,265622,14240
51001,40701,254886,13564
51001,40801,261883,13683
51001,40101,265671,14184
51001,40601,279325,15177
51001,40901,273258,14519
51001,40501,269003,14580
51001,40401,263054,13960
51001,40301,271953,14301
51001,41001,228033,14903
51001,70601,283162,18202
51001,70101,365722,23528
51001,70501,335625,21379
51001,70201,272454,17499
51001,70301,306164,19572
51001,70401,425806,26849
51001,60601,309705,16162
51001,60301,472932,23895
51001,61001,485712,24644
51001,60801,491588,25424
51001,60201,184265,9271
51001,61101,244628,12743
51001,60701,472264,24599
51001,60401,180202,9055
